weather_date,temp_max,temp_avg,temp_min,weather_code,precipitation
2017-06-11,90.6,78.9,65.9,2,0.0
2017-06-12,92.8,81.2,67.1,1,0.0
2017-06-13,93.8,83.1,71.6,3,0.0
2017-06-14,82.3,76.6,69.6,61,0.098
2017-06-15,82.5,73.0,66.2,3,0.0
2017-06-16,79.3,70.7,63.7,51,0.016
2017-06-17,79.7,72.9,68.7,63,0.681
2017-06-18,86.8,78.3,72.9,63,0.398
2017-06-19,83.5,77.5,71.2,65,1.142
2017-06-20,84.2,76.5,71.3,51,0.008
2017-06-21,83.4,74.8,68.0,51,0.016
2017-06-22,86.1,76.3,65.8,3,0.0
2017-06-23,85.3,77.9,73.9,63,0.24
2017-06-24,85.6,78.8,69.6,63,0.354
2017-06-25,81.4,74.2,65.0,2,0.0
2017-06-26,78.3,71.2,61.7,3,0.0
2017-06-27,76.3,68.9,63.4,61,0.146
2017-06-28,79.9,69.1,57.8,3,0.0
2017-06-29,85.1,74.4,62.3,51,0.008
2017-06-30,89.1,80.1,72.1,3,0.0
2017-07-01,86.5,78.6,72.5,53,0.079
2017-07-02,87.5,79.2,69.7,3,0.0
2017-07-03,90.4,80.3,67.8,53,0.035
2017-07-04,86.3,77.5,70.2,61,0.173
2017-07-05,86.5,77.3,69.9,3,0.0
2017-07-06,76.0,71.3,68.1,61,0.425
2017-07-07,85.1,74.6,67.7,63,1.146
2017-07-08,85.7,76.4,68.0,3,0.0
2017-07-09,83.2,73.8,64.2,1,0.0
2017-07-10,86.1,74.9,64.1,53,0.106
2017-07-11,89.0,79.9,72.8,55,0.075
2017-07-12,91.1,82.0,74.6,61,0.087
2017-07-13,94.7,83.3,76.1,53,0.043
2017-07-14,84.7,76.3,73.3,63,0.72
2017-07-15,87.9,78.0,72.6,51,0.031
2017-07-16,87.3,77.1,66.4,3,0.0
2017-07-17,86.8,77.6,69.8,53,0.043
2017-07-18,90.1,79.4,71.0,51,0.016
2017-07-19,91.2,81.9,73.8,63,0.106
2017-07-20,95.5,84.5,73.9,3,0.0
2017-07-21,93.7,84.9,77.0,3,0.0
2017-07-22,94.7,84.5,74.5,61,0.118
2017-07-23,86.5,78.5,72.5,61,0.217
2017-07-24,86.2,76.7,69.7,63,0.602
2017-07-25,78.1,71.9,67.0,65,0.705
2017-07-26,78.3,71.2,66.7,51,0.035
2017-07-27,81.4,73.6,66.2,53,0.106
2017-07-28,85.9,76.4,69.9,53,0.063
2017-07-29,73.4,69.0,64.3,63,0.709
2017-07-30,81.8,71.3,60.6,0,0.0
2017-07-31,86.0,74.5,61.0,3,0.0
2017-08-01,88.6,77.5,65.9,51,0.012
2017-08-02,83.8,75.6,70.9,61,0.181
2017-08-03,86.4,76.0,68.4,63,0.201
2017-08-04,87.5,77.5,69.1,63,0.244
2017-08-05,80.0,73.7,67.5,63,0.39
2017-08-06,79.5,70.5,61.9,3,0.0
2017-08-07,68.7,67.5,65.7,63,1.878
2017-08-08,78.2,70.6,65.8,51,0.004
2017-08-09,83.0,72.6,62.4,3,0.0
2017-08-10,84.4,73.0,61.9,3,0.0
2017-08-11,82.6,73.4,65.4,53,0.043
2017-08-12,80.3,73.1,69.3,63,0.398
2017-08-13,84.4,74.7,66.5,3,0.0
2017-08-14,82.1,72.8,63.5,53,0.055
2017-08-15,76.2,72.5,70.2,65,1.051
2017-08-16,85.6,75.8,68.1,3,0.0
2017-08-17,85.0,75.9,66.0,51,0.039
2017-08-18,84.7,77.0,73.5,63,0.886
2017-08-19,87.9,79.0,72.0,3,0.0
2017-08-20,85.4,75.6,67.6,0,0.0
2017-08-21,85.9,75.5,64.0,55,0.047
2017-08-22,89.8,80.3,73.1,53,0.059
2017-08-23,84.5,77.2,68.6,53,0.11
2017-08-24,82.4,71.7,63.9,3,0.0
2017-08-25,78.6,70.8,64.3,3,0.0
2017-08-26,77.9,69.8,60.0,3,0.0
2017-08-27,79.0,68.7,60.5,3,0.0
2017-08-28,77.2,68.0,60.2,3,0.0
2017-08-29,66.8,65.1,62.4,61,0.72
2017-08-30,76.4,68.0,60.1,51,0.008
2017-08-31,82.9,72.4,63.5,51,0.004
2017-09-01,71.6,64.1,56.5,3,0.0
2017-09-02,66.2,61.3,56.1,63,0.295
2017-09-03,72.5,66.5,62.5,61,0.177
2017-09-04,80.6,69.7,59.2,2,0.0
2017-09-05,85.8,75.3,68.7,51,0.008
2017-09-06,69.3,65.7,62.3,63,0.811
2017-09-07,72.0,64.9,58.9,51,0.02
2017-09-08,72.0,63.4,56.0,2,0.0
2017-09-09,69.9,61.3,53.2,3,0.0
2017-09-10,73.6,62.9,53.8,3,0.0
2017-09-11,75.9,64.0,51.9,3,0.0
2017-09-12,79.5,67.0,54.7,3,0.0
2017-09-13,79.2,68.9,60.8,61,0.15
2017-09-14,77.2,71.2,64.9,53,0.083
2017-09-15,82.0,72.5,62.6,51,0.008
2017-09-16,83.3,74.0,65.4,51,0.02
2017-09-17,81.3,73.1,68.4,51,0.004
2017-09-18,76.9,71.4,67.1,51,0.024
2017-09-19,81.7,74.0,68.6,55,0.122
2017-09-20,86.5,75.9,68.5,3,0.0
2017-09-21,87.2,77.0,69.7,3,0.0
2017-09-22,86.4,75.3,67.2,3,0.0
2017-09-23,89.2,76.4,67.6,2,0.0
2017-09-24,91.1,78.3,68.4,1,0.0
2017-09-25,91.1,78.3,68.2,3,0.0
2017-09-26,87.6,75.5,68.3,3,0.0
2017-09-27,86.4,77.0,70.8,51,0.004
2017-09-28,79.1,72.4,61.8,0,0.0
2017-09-29,73.2,63.4,55.0,2,0.0
2017-09-30,65.7,60.8,54.5,51,0.008
2017-10-01,68.9,58.2,49.0,0,0.0
2017-10-02,74.2,61.1,50.0,0,0.0
2017-10-03,73.8,61.7,51.0,3,0.0
2017-10-04,75.5,63.0,51.7,3,0.0
2017-10-05,82.1,70.0,59.9,51,0.031
2017-10-06,80.4,71.9,62.8,51,0.016
2017-10-07,83.1,73.8,64.5,3,0.0
2017-10-08,76.2,74.1,72.0,61,0.244
2017-10-09,77.3,74.1,71.7,63,1.039
2017-10-10,84.3,73.6,64.2,3,0.0
2017-10-11,74.7,68.7,64.7,53,0.067
2017-10-12,65.6,61.6,59.1,63,0.5
2017-10-13,63.6,60.7,56.6,3,0.0
2017-10-14,72.8,65.7,61.6,51,0.031
2017-10-15,73.8,67.9,61.0,3,0.0
2017-10-16,71.0,59.7,49.6,53,0.122
2017-10-17,60.3,50.4,42.7,0,0.0
2017-10-18,70.8,56.4,44.9,1,0.0
2017-10-19,69.5,58.1,48.6,3,0.0
2017-10-20,72.6,61.5,53.6,1,0.0
2017-10-21,75.7,60.1,48.3,3,0.0
2017-10-22,74.2,60.9,52.2,3,0.0
2017-10-23,74.8,65.2,55.0,53,0.059
2017-10-24,71.1,68.0,58.2,65,1.047
2017-10-25,64.4,58.3,53.1,3,0.0
2017-10-26,58.5,52.0,46.2,51,0.012
2017-10-27,63.5,51.8,40.8,2,0.0
2017-10-28,69.3,58.6,48.6,3,0.0
2017-10-29,65.9,62.2,60.2,65,2.626
2017-10-30,59.0,51.7,44.9,61,0.295
2017-10-31,57.4,50.1,42.3,1,0.0
2017-11-01,62.8,50.5,39.2,3,0.0
2017-11-02,71.4,61.0,50.5,51,0.004
2017-11-03,74.8,63.1,53.4,3,0.0
2017-11-04,58.6,51.0,45.0,53,0.039
2017-11-05,65.5,57.5,50.1,61,0.209
2017-11-06,67.7,61.7,49.4,51,0.02
2017-11-07,49.0,44.2,40.4,63,0.583
2017-11-08,50.3,43.8,38.2,53,0.043
2017-11-09,55.2,49.1,43.4,3,0.0
2017-11-10,51.6,38.6,26.0,51,0.004
2017-11-11,38.8,29.9,23.1,3,0.0
2017-11-12,45.1,37.2,30.1,3,0.0
2017-11-13,43.7,40.6,35.9,55,0.201
2017-11-14,49.2,41.7,34.8,3,0.0
2017-11-15,50.5,43.5,37.0,3,0.0
2017-11-16,58.8,49.5,43.6,53,0.055
2017-11-17,48.1,42.0,35.2,3,0.0
2017-11-18,55.6,44.4,31.8,51,0.043
2017-11-19,57.9,51.1,40.8,63,0.299
2017-11-20,46.6,40.3,34.8,2,0.0
2017-11-21,56.3,47.2,38.6,3,0.0
2017-11-22,55.3,49.2,36.7,55,0.102
2017-11-23,42.5,34.7,28.9,0,0.0
2017-11-24,49.4,37.7,29.0,0,0.0
2017-11-25,55.6,44.0,33.3,3,0.0
2017-11-26,52.3,44.4,37.3,3,0.0
2017-11-27,51.9,42.8,36.9,3,0.0
2017-11-28,59.5,44.8,34.0,2,0.0
2017-11-29,61.6,50.8,43.3,1,0.0
2017-11-30,54.1,43.9,36.2,51,0.008
2017-12-01,52.4,45.8,39.1,53,0.028
2017-12-02,49.5,40.1,32.6,3,0.0
2017-12-03,52.1,41.6,34.3,3,0.0
2017-12-04,52.3,40.3,29.9,3,0.0
2017-12-05,63.8,53.6,44.1,63,0.264
2017-12-06,57.2,45.0,39.6,53,0.028
2017-12-07,46.3,40.4,35.6,3,0.0
2017-12-08,38.4,35.8,29.9,3,0.0
2017-12-09,35.4,33.0,30.3,73,0.327
2017-12-10,38.0,31.3,27.0,71,0.012
2017-12-11,42.9,33.0,25.6,71,0.008
2017-12-12,44.2,39.2,27.0,53,0.047
2017-12-13,30.8,24.8,19.6,73,0.012
2017-12-14,36.2,30.3,23.4,73,0.063
2017-12-15,28.0,24.6,21.9,73,0.161
2017-12-16,42.1,31.5,23.0,3,0.0
2017-12-17,43.5,35.0,26.9,3,0.0
2017-12-18,50.7,41.1,34.4,3,0.0
2017-12-19,55.8,47.0,39.4,3,0.0
2017-12-20,47.9,42.8,33.0,3,0.0
2017-12-21,41.6,33.2,27.7,2,0.0
2017-12-22,49.8,39.1,28.2,51,0.004
2017-12-23,58.1,48.6,42.4,63,0.72
2017-12-24,42.7,38.3,33.6,71,0.059
2017-12-25,40.6,35.0,27.0,53,0.106
2017-12-26,31.7,26.8,24.3,3,0.0
2017-12-27,28.2,23.2,19.0,71,0.008
2017-12-28,21.5,17.3,13.5,3,0.0
2017-12-29,26.2,18.1,13.8,3,0.0
2017-12-30,29.0,21.0,15.1,73,0.087
2017-12-31,19.5,15.8,10.6,71,0.004
2018-01-01,21.0,13.5,6.8,3,0.0
2018-01-02,25.9,17.6,11.8,1,0.0
2018-01-03,32.2,20.7,10.2,3,0.0
2018-01-04,25.6,23.4,16.2,75,0.48
2018-01-05,16.4,11.8,8.3,2,0.0
2018-01-06,13.7,8.4,4.6,2,0.0
2018-01-07,15.5,5.9,-7.4,3,0.0
2018-01-08,33.7,22.4,12.8,71,0.13
2018-01-09,41.0,33.7,25.1,3,0.0
2018-01-10,38.0,29.1,18.8,3,0.0
2018-01-11,59.1,45.5,33.4,3,0.0
2018-01-12,61.7,58.8,52.6,63,1.083
2018-01-13,60.0,37.6,20.5,63,0.252
2018-01-14,27.2,19.4,14.3,3,0.0
2018-01-15,32.6,24.3,17.4,3,0.0
2018-01-16,44.2,33.3,26.5,3,0.0
2018-01-17,33.7,29.4,20.4,73,0.15
2018-01-18,33.6,23.8,16.4,0,0.0
2018-01-19,44.6,31.8,23.9,3,0.0
2018-01-20,52.5,40.0,30.0,2,0.0
2018-01-21,48.5,40.5,31.9,3,0.0
2018-01-22,56.4,47.1,39.9,51,0.004
2018-01-23,58.7,51.2,44.6,63,0.579
2018-01-24,43.4,40.1,34.0,3,0.0
2018-01-25,36.1,29.3,23.4,3,0.0
2018-01-26,41.0,30.0,22.1,0,0.0
2018-01-27,55.0,42.7,27.5,3,0.0
2018-01-28,53.7,48.7,44.9,55,0.291
2018-01-29,44.1,41.2,37.1,51,0.047
2018-01-30,36.6,32.6,24.5,73,0.161
2018-01-31,32.3,24.3,16.3,3,0.0
2018-02-01,47.7,39.5,30.6,51,0.012
2018-02-02,38.8,29.2,19.9,71,0.244
2018-02-03,32.0,23.9,17.7,3,0.0
2018-02-04,40.4,34.1,27.9,73,0.827
2018-02-05,37.3,31.0,21.8,3,0.0
2018-02-06,41.1,30.0,20.9,3,0.0
2018-02-07,51.9,34.9,23.5,73,0.783
2018-02-08,35.1,28.8,23.5,3,0.0
2018-02-09,39.9,30.2,20.7,3,0.0
2018-02-10,51.6,42.8,33.1,63,0.543
2018-02-11,63.0,53.7,45.2,63,1.803
2018-02-12,61.2,45.1,32.9,53,0.059
2018-02-13,41.4,32.4,23.6,3,0.0
2018-02-14,53.0,40.8,32.5,53,0.031
2018-02-15,58.0,50.9,43.9,61,0.358
2018-02-16,58.9,52.5,40.5,63,0.602
2018-02-17,43.7,34.9,26.1,75,0.488
2018-02-18,47.7,37.1,30.4,71,0.016
2018-02-19,49.3,41.0,29.8,51,0.02
2018-02-20,69.3,56.9,48.7,3,0.0
2018-02-21,74.2,64.6,58.2,55,0.098
2018-02-22,55.0,45.9,39.6,55,0.283
2018-02-23,44.1,40.5,37.7,63,0.224
2018-02-24,50.8,46.8,42.7,61,0.106
2018-02-25,53.5,46.6,43.0,61,0.614
2018-02-26,51.5,46.0,39.1,3,0.0
2018-02-27,56.2,43.7,31.5,2,0.0
2018-02-28,58.6,47.4,38.0,3,0.0
2018-03-01,60.2,49.2,41.2,63,0.358
2018-03-02,45.5,39.4,35.0,75,1.484
2018-03-03,47.6,39.5,35.1,71,0.02
2018-03-04,46.0,38.4,31.3,3,0.0
2018-03-05,43.3,34.7,27.0,3,0.0
2018-03-06,47.7,36.7,25.3,51,0.012
2018-03-07,36.7,34.5,32.3,75,1.248
2018-03-08,38.5,33.0,27.9,3,0.0
2018-03-09,42.4,34.0,27.0,71,0.004
2018-03-10,43.9,34.5,26.3,3,0.0
2018-03-11,46.4,34.4,24.9,3,0.0
2018-03-12,43.9,35.2,26.7,51,0.043
2018-03-13,44.3,36.6,31.6,71,0.075
2018-03-14,41.5,33.8,26.8,71,0.008
2018-03-15,46.8,37.0,29.9,51,0.016
2018-03-16,40.3,34.7,28.8,71,0.008
2018-03-17,49.1,36.3,25.4,3,0.0
2018-03-18,48.7,37.5,27.7,0,0.0
2018-03-19,50.6,39.8,30.9,3,0.0
2018-03-20,35.1,32.8,30.3,75,0.295
2018-03-21,35.4,33.2,32.1,75,0.791
2018-03-22,44.9,36.7,31.5,73,0.059
2018-03-23,47.4,36.9,26.9,3,0.0
2018-03-24,49.2,38.3,27.2,3,0.0
2018-03-25,46.7,36.1,26.4,73,0.083
2018-03-26,47.5,36.8,28.1,0,0.0
2018-03-27,47.4,37.8,27.4,51,0.035
2018-03-28,46.9,42.7,37.5,51,0.114
2018-03-29,71.9,55.3,45.5,51,0.012
2018-03-30,64.9,57.9,44.6,55,0.173
2018-03-31,56.8,45.5,33.3,2,0.0
2018-04-01,61.4,50.5,43.2,3,0.0
2018-04-02,48.3,40.0,33.4,75,0.425
2018-04-03,53.2,42.8,33.3,53,0.13
2018-04-04,67.3,52.0,40.9,63,0.224
2018-04-05,45.0,38.5,31.9,3,0.0
2018-04-06,59.5,46.5,33.1,71,0.02
2018-04-07,53.8,43.8,39.3,51,0.004
2018-04-08,45.0,37.5,29.7,3,0.0
2018-04-09,45.9,37.3,29.9,51,0.008
2018-04-10,49.8,41.4,34.7,51,0.028
2018-04-11,49.8,40.3,28.2,3,0.0
2018-04-12,67.0,54.6,40.1,51,0.008
2018-04-13,79.3,67.3,57.1,3,0.0
2018-04-14,80.4,69.0,51.3,3,0.0
2018-04-15,50.6,44.7,38.8,61,0.11
2018-04-16,68.6,52.8,41.4,65,1.539
2018-04-17,45.8,42.1,37.8,51,0.004
2018-04-18,55.6,44.5,33.4,3,0.0
2018-04-19,52.0,45.7,39.4,55,0.213
2018-04-20,53.6,43.1,34.2,2,0.0
2018-04-21,58.3,46.2,33.4,3,0.0
2018-04-22,63.1,50.9,37.2,3,0.0
2018-04-23,68.1,52.9,39.7,3,0.0
2018-04-24,64.0,52.6,40.1,55,0.098
2018-04-25,64.6,58.2,52.1,63,0.87
2018-04-26,66.3,57.2,46.4,51,0.008
2018-04-27,59.2,54.7,50.7,63,0.315
2018-04-28,71.0,58.4,47.4,63,0.323
2018-04-29,56.1,50.8,45.2,53,0.071
2018-04-30,63.2,50.6,41.5,71,0.016
2018-05-01,75.8,59.3,40.5,3,0.0
2018-05-02,84.7,69.5,50.7,3,0.0
2018-05-03,86.0,73.8,60.3,3,0.0
2018-05-04,86.3,75.1,64.6,51,0.012
2018-05-05,71.4,66.7,60.4,51,0.012
2018-05-06,67.3,61.3,56.6,53,0.055
2018-05-07,72.8,62.6,53.3,3,0.0
2018-05-08,74.1,61.9,51.6,2,0.0
2018-05-09,76.3,63.2,49.2,3,0.0
2018-05-10,79.2,64.2,50.2,61,0.091
2018-05-11,75.7,67.1,58.6,3,0.0
2018-05-12,78.0,63.5,54.9,63,0.579
2018-05-13,57.7,55.8,54.1,55,0.205
2018-05-14,76.5,63.1,54.0,51,0.008
2018-05-15,85.7,73.0,63.4,63,0.327
2018-05-16,68.1,63.1,58.8,61,0.52
2018-05-17,66.3,61.4,58.0,65,1.256
2018-05-18,64.4,59.4,53.4,53,0.161
2018-05-19,67.9,57.8,52.0,63,0.874
2018-05-20,81.7,71.8,67.1,63,0.264
2018-05-21,76.6,67.2,57.8,3,0.0
2018-05-22,70.0,62.1,57.7,63,0.488
2018-05-23,79.1,69.2,58.3,63,0.114
2018-05-24,80.4,70.2,59.1,0,0.0
2018-05-25,82.8,72.2,60.3,3,0.0
2018-05-26,85.3,75.9,68.4,63,0.362
2018-05-27,72.0,67.3,59.6,65,1.094
2018-05-28,70.9,63.1,57.0,3,0.0
2018-05-29,85.0,73.2,64.3,3,0.0
2018-05-30,78.9,70.6,63.8,51,0.004
2018-05-31,80.0,70.6,62.8,61,0.201
2018-06-01,83.2,75.2,69.7,61,0.236
2018-06-02,81.6,75.1,70.1,63,0.453
2018-06-03,71.2,62.1,54.9,65,1.039
2018-06-04,72.7,62.6,54.0,55,0.13
2018-06-05,75.8,66.2,55.0,53,0.051
2018-06-06,71.2,63.8,59.1,51,0.031
2018-06-07,74.3,65.7,58.2,51,0.004
2018-06-08,80.4,69.6,58.5,51,0.004
2018-06-09,82.3,72.6,64.8,61,0.126
2018-06-10,68.8,65.7,58.3,63,0.89
2018-06-11,69.3,61.3,55.9,63,0.921
2018-06-12,75.0,63.5,51.9,3,0.0
2018-06-13,77.7,69.6,60.2,61,0.205
2018-06-14,80.8,73.8,66.3,3,0.0
2018-06-15,77.0,68.7,59.3,3,0.0
2018-06-16,81.9,70.8,57.6,3,0.0
2018-06-17,87.0,75.7,62.2,3,0.0
2018-06-18,89.4,79.2,67.7,51,0.016
2018-06-19,87.1,79.7,70.4,63,0.177
2018-06-20,86.4,74.9,64.6,51,0.008
2018-06-21,82.0,74.1,68.4,51,0.059
2018-06-22,71.8,69.5,64.8,51,0.008
2018-06-23,78.9,69.6,63.6,63,0.728
2018-06-24,85.6,75.3,66.5,61,0.181
2018-06-25,80.2,72.7,65.7,3,0.0
2018-06-26,78.8,69.5,59.1,3,0.0
2018-06-27,74.5,69.2,60.7,53,0.087
2018-06-28,85.3,76.4,70.2,63,0.386
2018-06-29,88.2,78.6,69.6,3,0.0
2018-06-30,92.1,80.7,67.9,3,0.0
2018-07-01,93.6,83.0,72.8,3,0.0
2018-07-02,94.1,83.2,71.4,2,0.0
2018-07-03,93.0,83.1,75.3,61,0.122
2018-07-04,90.5,81.8,75.0,51,0.02
2018-07-05,87.0,80.8,74.7,53,0.059
2018-07-06,80.1,77.5,72.7,63,0.358
2018-07-07,78.1,70.0,62.5,3,0.0
2018-07-08,82.1,70.6,57.7,0,0.0
2018-07-09,85.9,73.7,60.0,0,0.0
2018-07-10,92.8,79.8,64.9,1,0.0
2018-07-11,91.2,81.3,71.2,3,0.0
2018-07-12,82.9,74.8,67.6,53,0.087
2018-07-13,86.5,75.8,64.7,51,0.004
2018-07-14,88.5,78.0,66.7,2,0.0
2018-07-15,85.2,76.9,72.3,53,0.087
2018-07-16,92.1,81.1,71.7,61,0.118
2018-07-17,87.1,79.1,74.8,63,0.654
2018-07-18,87.0,77.3,67.2,3,0.0
2018-07-19,84.4,74.2,62.2,0,0.0
2018-07-20,85.2,74.5,64.7,3,0.0
2018-07-21,73.8,68.5,63.6,63,0.791
2018-07-22,84.7,75.3,68.6,63,0.441
2018-07-23,81.9,76.9,72.8,63,0.693
2018-07-24,84.6,77.4,73.1,55,0.327
2018-07-25,81.6,75.2,72.0,63,1.22
2018-07-26,86.7,77.2,70.5,53,0.067
2018-07-27,87.0,77.5,69.5,61,0.118
2018-07-28,84.7,76.5,69.9,53,0.118
2018-07-29,84.0,74.7,66.2,3,0.0
2018-07-30,78.4,71.4,64.7,53,0.063
2018-07-31,80.2,72.9,64.7,51,0.055
2018-08-01,86.3,78.4,72.4,61,0.378
2018-08-02,84.9,78.3,74.2,61,0.35
2018-08-03,83.3,77.5,74.3,61,0.358
2018-08-04,86.1,77.5,72.0,63,0.559
2018-08-05,88.1,79.6,69.8,2,0.0
2018-08-06,88.8,80.7,71.3,51,0.012
2018-08-07,88.4,79.8,75.1,63,0.39
2018-08-08,88.8,80.3,73.2,51,0.02
2018-08-09,86.4,79.4,73.8,63,0.217
2018-08-10,86.5,78.7,69.6,3,0.0
2018-08-11,80.2,76.1,72.1,63,0.476
2018-08-12,82.7,75.9,71.0,53,0.094
2018-08-13,80.4,74.4,69.4,61,0.602
2018-08-14,80.7,73.0,67.7,61,0.15
2018-08-15,87.5,77.7,69.1,51,0.008
2018-08-16,88.2,79.7,70.6,3,0.0
2018-08-17,89.0,81.5,74.0,51,0.028
2018-08-18,85.8,78.2,73.3,63,0.583
2018-08-19,73.3,70.3,67.9,61,0.378
2018-08-20,76.1,71.7,66.7,51,0.016
2018-08-21,78.0,72.4,66.7,63,0.547
2018-08-22,82.8,76.0,70.9,61,0.331
2018-08-23,77.1,70.7,64.3,1,0.0
2018-08-24,81.6,71.6,59.5,2,0.0
2018-08-25,79.3,71.5,63.8,3,0.0
2018-08-26,85.1,74.0,62.7,3,0.0
2018-08-27,90.2,79.7,69.3,3,0.0
2018-08-28,92.7,82.8,73.4,51,0.008
2018-08-29,91.7,84.0,76.3,1,0.0
2018-08-30,88.4,82.4,76.5,51,0.012
2018-08-31,78.3,74.4,69.8,63,0.461
2018-09-01,78.8,72.6,69.0,53,0.177
2018-09-02,84.4,74.5,67.1,61,0.106
2018-09-03,86.2,78.6,71.4,51,0.02
2018-09-04,91.1,81.4,72.5,51,0.012
2018-09-05,90.1,81.1,73.5,1,0.0
2018-09-06,90.6,82.2,76.1,53,0.047
2018-09-07,81.9,75.7,71.5,63,0.496
2018-09-08,71.4,66.9,60.0,63,0.846
2018-09-09,62.5,59.2,56.1,63,1.5
2018-09-10,69.7,64.0,60.2,63,0.689
2018-09-11,77.6,69.4,63.0,55,0.138
2018-09-12,80.5,74.2,70.7,61,0.213
2018-09-13,78.8,73.5,71.2,51,0.008
2018-09-14,75.8,72.3,69.9,51,0.012
2018-09-15,78.9,72.4,66.0,51,0.008
2018-09-16,82.3,72.5,64.5,3,0.0
2018-09-17,80.3,72.6,66.0,63,0.524
2018-09-18,76.4,73.9,70.0,65,1.626
2018-09-19,82.7,73.6,66.8,3,0.0
2018-09-20,74.6,70.0,66.6,53,0.071
2018-09-21,79.1,71.5,66.2,3,0.0
2018-09-22,73.8,70.0,61.7,51,0.012
2018-09-23,63.8,61.0,59.3,61,0.531
2018-09-24,67.1,63.4,61.1,55,0.201
2018-09-25,77.4,69.0,60.8,63,0.937
2018-09-26,83.5,75.2,69.5,63,0.362
2018-09-27,71.9,65.4,61.7,63,0.201
2018-09-28,70.1,65.1,57.6,63,0.677
2018-09-29,75.4,64.6,55.6,2,0.0
2018-09-30,72.4,62.8,53.7,3,0.0
2018-10-01,77.9,68.3,58.9,3,0.0
2018-10-02,80.7,71.9,64.0,63,0.287
2018-10-03,77.0,69.9,61.6,53,0.051
2018-10-04,82.8,71.4,60.5,53,0.043
2018-10-05,72.2,64.3,60.2,61,0.165
2018-10-06,72.8,67.6,63.3,3,0.0
2018-10-07,81.0,73.5,68.8,3,0.0
2018-10-08,75.9,71.2,66.7,53,0.091
2018-10-09,79.8,73.3,69.0,51,0.039
2018-10-10,81.0,74.1,69.9,51,0.016
2018-10-11,80.2,74.0,71.1,65,1.425
2018-10-12,70.9,60.8,51.6,63,0.335
2018-10-13,57.1,52.2,48.2,55,0.13
2018-10-14,56.9,51.0,45.0,3,0.0
2018-10-15,68.2,61.4,50.4,61,0.362
2018-10-16,64.8,54.2,49.5,53,0.063
2018-10-17,63.0,53.9,47.0,3,0.0
2018-10-18,51.1,46.0,41.5,2,0.0
2018-10-19,59.2,49.7,39.7,3,0.0
2018-10-20,64.5,56.6,49.4,63,0.307
2018-10-21,50.5,46.2,40.5,51,0.012
2018-10-22,53.2,44.5,37.3,3,0.0
2018-10-23,65.7,54.0,44.3,3,0.0
2018-10-24,54.1,48.0,42.7,3,0.0
2018-10-25,52.1,44.0,37.4,3,0.0
2018-10-26,50.5,43.7,35.1,61,0.11
2018-10-27,53.5,49.6,46.7,63,0.917
2018-10-28,55.5,49.1,43.2,53,0.043
2018-10-29,57.6,51.1,46.1,51,0.031
2018-10-30,57.6,47.7,41.3,0,0.0
2018-10-31,66.5,53.8,40.8,3,0.0
2018-11-01,71.1,62.1,53.2,3,0.0
2018-11-02,70.9,67.8,65.4,61,0.283
2018-11-03,66.1,54.2,47.9,65,0.543
2018-11-04,54.3,46.4,38.8,3,0.0
2018-11-05,56.1,51.5,44.1,63,0.543
2018-11-06,64.8,56.2,51.0,63,0.669
2018-11-07,64.0,55.7,47.0,3,0.0
2018-11-08,56.2,50.1,44.0,3,0.0
2018-11-09,52.9,46.0,39.6,63,0.72
2018-11-10,49.3,41.8,34.0,51,0.02
2018-11-11,46.3,36.7,29.5,0,0.0
2018-11-12,48.1,40.2,33.2,55,0.079
2018-11-13,50.1,46.1,42.7,61,0.626
2018-11-14,42.9,39.1,34.6,3,0.0
2018-11-15,41.5,33.8,31.6,75,0.732
2018-11-16,45.7,40.3,34.7,75,0.524
2018-11-17,48.7,39.8,33.7,3,0.0
2018-11-18,48.7,39.5,31.4,3,0.0
2018-11-19,53.7,43.4,34.6,3,0.0
2018-11-20,49.4,43.9,38.4,53,0.035
2018-11-21,47.5,38.9,31.1,51,0.004
2018-11-22,35.1,25.2,20.6,3,0.0
2018-11-23,32.1,23.7,17.1,3,0.0
2018-11-24,51.3,39.0,26.0,65,1.398
2018-11-25,56.4,45.8,38.4,65,0.567
2018-11-26,53.3,46.8,40.0,65,1.028
2018-11-27,42.9,39.2,34.0,3,0.0
2018-11-28,39.9,35.7,33.2,3,0.0
2018-11-29,43.5,36.5,32.1,3,0.0
2018-11-30,43.2,37.4,30.3,51,0.004
2018-12-01,46.8,38.9,30.9,55,0.142
2018-12-02,58.6,53.8,43.5,61,0.362
2018-12-03,55.9,52.1,44.7,3,0.0
2018-12-04,44.1,38.0,30.2,3,0.0
2018-12-05,35.8,29.7,24.2,71,0.02
2018-12-06,39.8,33.5,26.4,3,0.0
2018-12-07,39.0,33.7,24.2,2,0.0
2018-12-08,36.6,28.1,21.8,3,0.0
2018-12-09,34.7,29.2,24.8,3,0.0
2018-12-10,39.7,30.4,24.9,3,0.0
2018-12-11,40.5,29.6,22.3,2,0.0
2018-12-12,43.1,34.1,28.0,3,0.0
2018-12-13,47.9,38.2,30.2,3,0.0
2018-12-14,53.2,44.0,34.8,53,0.091
2018-12-15,51.3,48.0,45.5,61,0.646
2018-12-16,46.4,41.3,38.2,63,0.87
2018-12-17,48.4,41.7,36.4,3,0.0
2018-12-18,40.3,35.4,26.3,3,0.0
2018-12-19,42.2,31.0,22.7,3,0.0
2018-12-20,57.2,38.8,29.0,63,0.594
